#TIPO_PRODUTO;TIPO_LISTA_FILA;FILA;SUBFILA;COD_ASSUNTO;ASSUNTO;SITUACAO
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;10402;PRODUTO BIOLÓGICO - Estabelecimento de um novo banco de células de trabalho de produtos biotecnológicos e vacinas;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;10402;PRODUTO BIOLÓGICO - Estabelecimento de um novo banco de células de trabalho de produtos biotecnológicos e vacinas;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;10403;PRODUTO BIOLÓGICO - Estabelecimento de um novo banco de células-mestre de produtos biotecnológicos e vacinas;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;10403;PRODUTO BIOLÓGICO - Estabelecimento de um novo banco de células-mestre de produtos biotecnológicos e vacinas;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11528;PRODUTO BIOLÓGICO - Inclusão de Novo Extrato Alergênico Simples;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11528;PRODUTO BIOLÓGICO - Inclusão de Novo Extrato Alergênico Simples;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11881;PRODUTOS BIOLÓGICOS - 1. Alteração de instalação de fabricação da substância ativa - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11881;PRODUTOS BIOLÓGICOS - 1. Alteração de instalação de fabricação da substância ativa - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11882;PRODUTOS BIOLÓGICOS - 1. Alteração de instalação de fabricação da substância ativa - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11882;PRODUTOS BIOLÓGICOS - 1. Alteração de instalação de fabricação da substância ativa - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11883;PRODUTOS BIOLÓGICOS - 2. Alteração nos bancos de células - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11883;PRODUTOS BIOLÓGICOS - 2. Alteração nos bancos de células - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11884;PRODUTOS BIOLÓGICOS - 2. Alteração nos bancos de células - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11884;PRODUTOS BIOLÓGICOS - 2. Alteração nos bancos de células - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11885;PRODUTOS BIOLÓGICOS - 3. Alteração nos bancos de sementes - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11885;PRODUTOS BIOLÓGICOS - 3. Alteração nos bancos de sementes - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11886;PRODUTOS BIOLÓGICOS - 3. Alteração nos bancos de sementes - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11886;PRODUTOS BIOLÓGICOS - 3. Alteração nos bancos de sementes - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11887;PRODUTOS BIOLÓGICOS - 4. Alteração do local de fabricação do banco de células ou banco de sementes - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11887;PRODUTOS BIOLÓGICOS - 4. Alteração do local de fabricação do banco de células ou banco de sementes - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11888;PRODUTOS BIOLÓGICOS - 5. Alteração do local de testes ou armazenamento do banco de células ou banco de sementes - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11888;PRODUTOS BIOLÓGICOS - 5. Alteração do local de testes ou armazenamento do banco de células ou banco de sementes - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11889;PRODUTOS BIOLÓGICOS - 6. Alteração do protocolo de qualificação do banco de células ou banco de sementes - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11889;PRODUTOS BIOLÓGICOS - 6. Alteração do protocolo de qualificação do banco de células ou banco de sementes - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11890;PRODUTOS BIOLÓGICOS - 7. Alteração de processo de fermentação ou propagação viral ou celular, fracionamento ou extração - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11890;PRODUTOS BIOLÓGICOS - 7. Alteração de processo de fermentação ou propagação viral ou celular, fracionamento ou extração - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11891;PRODUTOS BIOLÓGICOS - 7. Alteração de processo de fermentação ou propagação viral ou celular, fracionamento ou extração - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11891;PRODUTOS BIOLÓGICOS - 7. Alteração de processo de fermentação ou propagação viral ou celular, fracionamento ou extração - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11892;PRODUTOS BIOLÓGICOS - 8. Alteração do processo de purificação - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11892;PRODUTOS BIOLÓGICOS - 8. Alteração do processo de purificação - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11893;PRODUTOS BIOLÓGICOS - 8. Alteração do processo de purificação - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11893;PRODUTOS BIOLÓGICOS - 8. Alteração do processo de purificação - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11894;PRODUTOS BIOLÓGICOS - 9. Alteração na escala do processo de fabricação - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11894;PRODUTOS BIOLÓGICOS - 9. Alteração na escala do processo de fabricação - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11895;PRODUTOS BIOLÓGICOS - 9. Alteração na escala do processo de fabricação - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11895;PRODUTOS BIOLÓGICOS - 9. Alteração na escala do processo de fabricação - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11896;PRODUTOS BIOLÓGICOS - 10. Introdução de etapas de reprocessamento na fase de fermentação ou propagação viral ou celular, fracionamento ou extração - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11896;PRODUTOS BIOLÓGICOS - 10. Introdução de etapas de reprocessamento na fase de fermentação ou propagação viral ou celular, fracionamento ou extração - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11898;PRODUTOS BIOLÓGICOS - 12. Alteração no equipamento utilizado no processo de fabricação da substância ativa - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11898;PRODUTOS BIOLÓGICOS - 12. Alteração no equipamento utilizado no processo de fabricação da substância ativa - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11899;PRODUTOS BIOLÓGICOS - 13. Alteração nas especificações dos materiais de partida/intermediários - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11899;PRODUTOS BIOLÓGICOS - 13. Alteração nas especificações dos materiais de partida/intermediários - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11900;PRODUTOS BIOLÓGICOS - 15. Alteração dos testes de controle em processo e/ou dos critérios de aceitação aplicados durante a fabricação da substância ativa - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11900;PRODUTOS BIOLÓGICOS - 15. Alteração dos testes de controle em processo e/ou dos critérios de aceitação aplicados durante a fabricação da substância ativa - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11901;PRODUTOS BIOLÓGICOS - 16. Alteração do local de teste dos controles em processo - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11901;PRODUTOS BIOLÓGICOS - 16. Alteração do local de teste dos controles em processo - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11902;PRODUTOS BIOLÓGICOS - 17. Alteração do design space aprovado - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11902;PRODUTOS BIOLÓGICOS - 17. Alteração do design space aprovado - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11903;PRODUTOS BIOLÓGICOS - 17. Alteração do design space aprovado - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11903;PRODUTOS BIOLÓGICOS - 17. Alteração do design space aprovado - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11904;PRODUTOS BIOLÓGICOS - 19. Alteração na monografia farmacopeica/interna (especificações) da substância ativa - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11904;PRODUTOS BIOLÓGICOS - 19. Alteração na monografia farmacopeica/interna (especificações) da substância ativa - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11905;PRODUTOS BIOLÓGICOS - 20. Alteração de especificação da substância ativa para cumprir com uma monografia farmacopeica atualizada - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11905;PRODUTOS BIOLÓGICOS - 20. Alteração de especificação da substância ativa para cumprir com uma monografia farmacopeica atualizada - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11906;PRODUTOS BIOLÓGICOS - 21. Alterações na estratégia de controle da substância ativa - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11906;PRODUTOS BIOLÓGICOS - 21. Alterações na estratégia de controle da substância ativa - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11907;PRODUTOS BIOLÓGICOS - 21. Alterações na estratégia de controle da substância ativa - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11907;PRODUTOS BIOLÓGICOS - 21. Alterações na estratégia de controle da substância ativa - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11908;PRODUTOS BIOLÓGICOS - 22. Alteração na especificação ou no procedimento analítico usado para liberação da substância ativa - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11908;PRODUTOS BIOLÓGICOS - 22. Alteração na especificação ou no procedimento analítico usado para liberação da substância ativa - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11909;PRODUTOS BIOLÓGICOS - 23. Substituição do padrão de referência primário - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11909;PRODUTOS BIOLÓGICOS - 23. Substituição do padrão de referência primário - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11910;PRODUTOS BIOLÓGICOS - 24. Alteração do padrão de referência farmacopeico ou internacional para padrão de referência interno (sem relação com padrão internacional) - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11910;PRODUTOS BIOLÓGICOS - 24. Alteração do padrão de referência farmacopeico ou internacional para padrão de referência interno (sem relação com padrão internacional) - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11911;PRODUTOS BIOLÓGICOS - 25. Alteração do padrão de referência interno (sem relação com o padrão internacional) para padrão farmacopeico ou internacional - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11911;PRODUTOS BIOLÓGICOS - 25. Alteração do padrão de referência interno (sem relação com o padrão internacional) para padrão farmacopeico ou internacional - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11912;PRODUTOS BIOLÓGICOS - 26. Qualificação de um novo lote de padrão de referência em relação ao padrão de referência aprovado (incluindo a qualificação de um novo lote de um padrão de referência secundário em relação ao padrão primário aprovado) - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11912;PRODUTOS BIOLÓGICOS - 26. Qualificação de um novo lote de padrão de referência em relação ao padrão de referência aprovado (incluindo a qualificação de um novo lote de um padrão de referência secundário em relação ao padrão primário aprovado) - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11913;PRODUTOS BIOLÓGICOS - 27. Alteração no protocolo de qualificação do padrão de referência (exceto para vacina bacterina ou viral, toxina bacteriana ou hemoderivado) - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11913;PRODUTOS BIOLÓGICOS - 27. Alteração no protocolo de qualificação do padrão de referência (exceto para vacina bacterina ou viral, toxina bacteriana ou hemoderivado) - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11914;PRODUTOS BIOLÓGICOS - 28. Alteração no protocolo de qualificação do padrão de referência interno para vacina bacterina ou viral, toxina bacteriana ou hemoderivado - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11914;PRODUTOS BIOLÓGICOS - 28. Alteração no protocolo de qualificação do padrão de referência interno para vacina bacterina ou viral, toxina bacteriana ou hemoderivado - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11917;PRODUTOS BIOLÓGICOS - 31. Alteração nas especificações e metodologias analíticas da embalagem/recipiente da substância ativa - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11917;PRODUTOS BIOLÓGICOS - 31. Alteração nas especificações e metodologias analíticas da embalagem/recipiente da substância ativa - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11919;PRODUTOS BIOLÓGICOS - 33. Alteração no protocolo de estabilidade pós-registro da substância ativa - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11919;PRODUTOS BIOLÓGICOS - 33. Alteração no protocolo de estabilidade pós-registro da substância ativa - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11922;PRODUTOS BIOLÓGICOS - 36. Alteração da descrição ou composição do produto terminado - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11922;PRODUTOS BIOLÓGICOS - 36. Alteração da descrição ou composição do produto terminado - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11924;PRODUTOS BIOLÓGICOS - 37. Alteração do diluente - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11924;PRODUTOS BIOLÓGICOS - 37. Alteração do diluente - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11925;PRODUTOS BIOLÓGICOS - 38. Alteração do adjuvante químico/sintético - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11925;PRODUTOS BIOLÓGICOS - 38. Alteração do adjuvante químico/sintético - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11926;PRODUTOS BIOLÓGICOS - 39. Alteração do adjuvante biológico - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11926;PRODUTOS BIOLÓGICOS - 39. Alteração do adjuvante biológico - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11927;PRODUTOS BIOLÓGICOS - 39. Alteração do adjuvante biológico - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11927;PRODUTOS BIOLÓGICOS - 39. Alteração do adjuvante biológico - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11928;PRODUTOS BIOLÓGICOS - 40. Alteração do design space aprovado - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11928;PRODUTOS BIOLÓGICOS - 40. Alteração do design space aprovado - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11929;PRODUTOS BIOLÓGICOS - 40. Alteração do design space aprovado - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11929;PRODUTOS BIOLÓGICOS - 40. Alteração do design space aprovado - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11930;PRODUTOS BIOLÓGICOS - 41. Alteração de instalação de fabricação do produto terminado - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11930;PRODUTOS BIOLÓGICOS - 41. Alteração de instalação de fabricação do produto terminado - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11931;PRODUTOS BIOLÓGICOS - 41. Alteração de instalação de fabricação do produto terminado - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11931;PRODUTOS BIOLÓGICOS - 41. Alteração de instalação de fabricação do produto terminado - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11932;PRODUTOS BIOLÓGICOS - 42. Alteração do processo de fabricação do produto terminado - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11932;PRODUTOS BIOLÓGICOS - 42. Alteração do processo de fabricação do produto terminado - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11933;PRODUTOS BIOLÓGICOS - 42. Alteração do processo de fabricação do produto terminado - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11933;PRODUTOS BIOLÓGICOS - 42. Alteração do processo de fabricação do produto terminado - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11934;PRODUTOS BIOLÓGICOS - 43. Alteração nos testes de controle em processo e/ou critérios de aceitação aplicados durante o processo de fabricação do produto terminado ou nos intermediários - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11934;PRODUTOS BIOLÓGICOS - 43. Alteração nos testes de controle em processo e/ou critérios de aceitação aplicados durante o processo de fabricação do produto terminado ou nos intermediários - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11935;PRODUTOS BIOLÓGICOS - 44. Alteração do local de teste dos controles em processo do produto terminado ou intermediários - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11935;PRODUTOS BIOLÓGICOS - 44. Alteração do local de teste dos controles em processo do produto terminado ou intermediários - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11936;PRODUTOS BIOLÓGICOS - 45. Alteração na especificação ou nos procedimentos analíticos usados para liberação do excipiente - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11936;PRODUTOS BIOLÓGICOS - 45. Alteração na especificação ou nos procedimentos analíticos usados para liberação do excipiente - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11937;PRODUTOS BIOLÓGICOS - 46. Alteração na monografia (ou seja, especificação) do excipiente - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11937;PRODUTOS BIOLÓGICOS - 46. Alteração na monografia (ou seja, especificação) do excipiente - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11938;PRODUTOS BIOLÓGICOS - 47. Alteração na fonte de um excipiente de origem vegetal ou sintética para humana ou animal que possa representar um risco viral ou de Encefalopatia Espongiforme Transmissível (EET) - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11938;PRODUTOS BIOLÓGICOS - 47. Alteração na fonte de um excipiente de origem vegetal ou sintética para humana ou animal que possa representar um risco viral ou de Encefalopatia Espongiforme Transmissível (EET) - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11939;PRODUTOS BIOLÓGICOS - 49. Substituição de um excipiente com risco de transmissão de EET por outro também com risco de transmissão de EET (por exemplo, diferente origem animal, diferente país de origem) - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11939;PRODUTOS BIOLÓGICOS - 49. Substituição de um excipiente com risco de transmissão de EET por outro também com risco de transmissão de EET (por exemplo, diferente origem animal, diferente país de origem) - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11940;PRODUTOS BIOLÓGICOS - 50. Alteração no processo de fabricação de um excipiente biológico - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11940;PRODUTOS BIOLÓGICOS - 50. Alteração no processo de fabricação de um excipiente biológico - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11941;PRODUTOS BIOLÓGICOS - 50. Alteração no processo de fabricação de um excipiente biológico - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11941;PRODUTOS BIOLÓGICOS - 50. Alteração no processo de fabricação de um excipiente biológico - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11942;PRODUTOS BIOLÓGICOS - 51. Alteração do fornecedor de excipiente derivado de plasma - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11942;PRODUTOS BIOLÓGICOS - 51. Alteração do fornecedor de excipiente derivado de plasma - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11943;PRODUTOS BIOLÓGICOS - 52. Alteração do fornecedor de um excipiente não biológico ou biológico não derivado de plasma - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11943;PRODUTOS BIOLÓGICOS - 52. Alteração do fornecedor de um excipiente não biológico ou biológico não derivado de plasma - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11944;PRODUTOS BIOLÓGICOS - 55. Alteração na monografia farmacopeica/interna (especificações) do produto terminado - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11944;PRODUTOS BIOLÓGICOS - 55. Alteração na monografia farmacopeica/interna (especificações) do produto terminado - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11945;PRODUTOS BIOLÓGICOS - 56. Alteração de especificação do produto terminado para cumprir com uma monografia farmacopeica atualizada - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11945;PRODUTOS BIOLÓGICOS - 56. Alteração de especificação do produto terminado para cumprir com uma monografia farmacopeica atualizada - Moderada;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11946;PRODUTOS BIOLÓGICOS - 57. Alteração na estratégia de controle do produto terminado - Maior;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11946;PRODUTOS BIOLÓGICOS - 57. Alteração na estratégia de controle do produto terminado - Maior;Aguardando análise
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11947;PRODUTOS BIOLÓGICOS - 57. Alteração na estratégia de controle do produto terminado - Moderada;Distribuído para a área responsável
Medicamento;FILA;PÓS-REGISTRO;Produtos Biológicos - Tecnologia farmacêutica;11947;PRODUTOS BIOLÓGICOS - 57. Alteração na estratégia de controle do produto terminado - Moderada;Aguardando análise
